Timestamp,Desired Project Name,Desired Project Ticker (1-10 alphanumeric characters),Wallet address that created the pre-existing collection (this is the ONLY address that will be able to use the name and ticker above set above),Link on asteroidprotocol.io to the first NFT in your collection,Telegram handle (in case we have follow-up questions),Twitter
2/23/2024 19:11:52,BigPP,BIGPP,cosmos10hncce2cs2hlv7l4djw4syhx0sevdz92qzudu9,https://asteroidprotocol.io/inscription/B64E3D9C8B855A8E429E4F76C5FEA9BF4C2C1A80E2055077337944A74E362CF0,HooliganDegen,HooliganDegen
2/23/2024 20:36:11,VEGGS,VEGGS,cosmos158rq37ekw8gu838mnzfajngcssj95rdwynpqx4,https://asteroidprotocol.io/app/inscription/BBC655F6F473E05C19EA0F02A3EE132ED63C01E2B479E9217223E130A8BA89D8,@immutable404,https://twitter.com/RunesCFT
2/23/2024 21:23:17,Cosmos Monkeys,CSMS,cosmos1rrggx4rms6e8z2jcm74zfjqe35v8d2y478yr2m,https://asteroidprotocol.io/app/inscription/85F51EF27845432D5D41448DCD843DC3B887DB8EDAD7389E7470D4B3D94A2CC9,don't have one yet. will set one up I have an email for now - cosmosmonkeys@proton.me ,
2/23/2024 21:24:34,My Dog Luna,MyDogLuna,cosmos1wpzgztuy83qww8rxlsq4ttr6d0q0ykj8r9zufx,https://asteroidprotocol.io/app/inscription/D992A815FB912FD160D2480CDA5E85CC012E2D80BE906398ED229409F7D29212,@duarte2005,@duarte2005
2/23/2024 22:59:47,cosmomation,como,cosmos1z6knd0ezh2e6v7e94jw9hp7qp4xy067vuz93zw,https://asteroidprotocol.io/app/inscription/7181677AA5AFDAA8C638BF36113B8B6A412DEBE40A23354F152F0331D00C9187,@lkw925,@cosmomation
2/23/2024 23:12:10,Bubbles Club,BBLY,cosmos1k3xr4k5gzfhh4kejrqke9qx6mefenhfn028rjj,https://asteroidprotocol.io/app/inscription/340A4DD873159A68A6AEDCFA8A846334F1E0AEFE6548191F7D2FD2C6C9A13E7E,@hiroyomusic,@BubblesClubLady 
2/23/2024 23:16:51,Atomonocles,MONOCLE,cosmos1vpxny7delw40td5ax0eukyun4gqv6ks9d2wuae,https://asteroidprotocol.io/app/inscription/0DC57849F0D0E043D567C2D72DC04E0B87D4318D4E6D29710B444E364598E115,https://t.me/JustinBlends,@justin_blends
2/23/2024 23:19:03,Mega Blends,BLND,cosmos14zp98mwfcc4t2ltlnpv6am89g0r6xuh8gpcrd9,https://asteroidprotocol.io/app/inscription/0F0C2C11F0B2BED4F9588D0C861B92645F7E897855297E5BB6D62820D3142E22,https://t.me/JustinBlends,@justin_blends
2/24/2024 0:22:01,Terra Nova,TN,cosmos1p9qgengfcu89mx99e6uz4xvqh5wcryvtsajwsm,https://asteroidprotocol.io/app/inscription/C4950F836C1D8363B4003FDCA237983DCAE565151F638148CEA796C768088341,https://t.me/worik01,@TerraNovaAst
2/24/2024 2:26:09,Cypherpunk,PUNK,cosmos1g7np2papknpqmezkj36k7qzp8j8fk3w2ey9z28,https://asteroidprotocol.io/app/token/POOL,raimanoj1,raimp001
2/24/2024 3:46:48,ATOVERSE,ATOVERSE,cosmos1ezw9g7wxddhuxaxf9alrpjz7hs4uscrfqnpy9z,https://asteroidprotocol.io/app/inscription/B4B1B9693DCCBFD677A9B9FBEC11E04070B74C5160BCE8CF4FFAC791D1353F84,cryptopesa,https://twitter.com/atoverseCFT20
2/24/2024 12:51:15,The Solar System,SOLAR,cosmos1ev02crc36675xd8s029qh7wg3wjtfk376culrs,https://asteroidprotocol.io/app/inscription/499BC97E15716073A712905952D748029D5F65E7CE458C3611947A67927CE1EA,LinkieLink,linkielink
2/24/2024 14:04:08,Cosmos Shrooms,SHROOMS,cosmos1qhwe9ju40ks4m8svm85n9uukvdkdn306eg9hsg,https://asteroidprotocol.io/app/inscription/EC6C2B8E460BD5B7AB5885C8F831F0E47EB1D7F3C3F5C2BC4C28B1A799B408B9,,
2/24/2024 14:18:05,Cat of Istanbul,1,cosmos19fl02t4w06kvklppx29920vggenha0gy4tas65,https://asteroidprotocol.io/app/inscription/4243D6D00E1863FD7FFBF33354683EC5C6DF3D5228F811778770A9693A59B44E,,
2/24/2024 14:55:09,Astro Wars,astrowars,cosmos13gyqrzv483hq6fmr4qjwekfcd8cm2kj38dg4yj,https://asteroidprotocol.io/app/inscription/FF523B9211BD94AB2E8307D6380EF26B48DB06435510905C544857317E992BC1,@micseife,@AstroWarsIBC
2/24/2024 16:25:07,Asteroidz,Asteroidz,cosmos1wf9yexlqwtaqwwf6247l2mhhd9ae3zalzrw9wu,https://asteroidprotocol.io/app/inscription/0BEE609C6CE23F93DF7B0C2BAA8914AED57E1708B8816F4D732EE8636280E47E,,
2/24/2024 16:28:29,Void Chronicles,Void,cosmos1wf9yexlqwtaqwwf6247l2mhhd9ae3zalzrw9wu,https://asteroidprotocol.io/app/inscription/DE991BD712AA73072F36357AF620A9E13A01EE67F7CF647990E5709E36085944,,
2/24/2024 16:33:05,Nebula Dreamscapes,Nebula,cosmos1wf9yexlqwtaqwwf6247l2mhhd9ae3zalzrw9wu,https://asteroidprotocol.io/app/inscription/20D4024C716E2A03E3A6074AF4BC656CD2D6F9F95C11715C5858EEB5FE8C68D4,,
2/24/2024 18:28:44,WheelByte ,WHEELBYTE,cosmos13ueg5jakynduk963rd8nsj6zwcfkwykqk9ly6e,https://asteroidprotocol.io/app/inscription/93998A4F208572BD95FCADE3E6E1703CC7EF9F6C908814EB8C8022A1C49BB630,@WisdomofUs,@Wisdom_of_Us
2/24/2024 21:14:04,Lucy,LUCY,cosmos14dxxwz4zemwzpasgpg985yg2qhxgkzg0pe6tuv,https://asteroidprotocol.io/app/inscription/B6ED03187462177A091A8367571909707E2635D88F2FEA90AAFA19233DFAA138,,
2/25/2024 2:06:32,Cosmos Little Prince,CLP33,cosmos1mrartplvx0w5uq8xnlxzqs9tysauzf9k8959nn,https://asteroidprotocol.io/app/inscription/D7F5D8ED9C356AB019BE8C29D70AD01847F10FF09BD7CEF5E5153A005DA612FE,,@Cosmos_L_P
2/25/2024 4:09:36,The Battle of Cosmos Hub,TBOC,cosmos15fgmeqzqkq2hmqx9er0vj9efnd9fg0fckhl8dh,https://asteroidprotocol.io/app/inscription/09DC6107FDDACB01339D4FD5E07039542113BFD6CF6989E7FF0A311024B628BF,nemus21,21nemus
2/25/2024 7:28:06,Astro Lads,ASTLADS,cosmos1m7u47uthk45mzeaxv4lrd8uy4s9u40uznvvel9,https://asteroidprotocol.io/app/inscription/4CEB562D541A63625691A395EBC7C4D7E30C49F023193AE6028F15B3EB0D5F9F,@astroladscft,@astroladscft
2/25/2024 7:35:15,Cosmos Smileys,COSMILEYS,cosmos1q6yrcgsdputamc9ztkmc537gck8emmlf7p9lel,https://asteroidprotocol.io/app/inscription/808F5C1FE8777FEB7A70D2E7D14D7E8441D07F7A1ECAB5617E525AF991BC2038,,
2/25/2024 7:42:39,Cosmos Punks,CosPNKS,cosmos1pj2l9vrkpztm0qj856md28cylzzxe8qlkhea9q,https://asteroidprotocol.io/app/inscription/79E3B54A9B237F76C0DCC4712F2BA3C0A4B376DD026FEEA74F134706A48863E9,,
2/25/2024 7:48:18,Luxury Rides,LUXRIDES,cosmos1pj2l9vrkpztm0qj856md28cylzzxe8qlkhea9q,https://asteroidprotocol.io/app/inscription/A5D869AF61FF0D2B16044A30642EB839D2442A382B96BD381DE9C029E1538640,,@luxuryridescft
2/25/2024 7:50:14,Asteroids,ASTRDS,cosmos1pj2l9vrkpztm0qj856md28cylzzxe8qlkhea9q,https://asteroidprotocol.io/app/inscription/26779748F394389416733BAF25C164F4FC56CB18EE6CDF5C75EAFEFF27B3B2CF,,
2/25/2024 7:53:08,CONDOS,CONDOS,cosmos1pj2l9vrkpztm0qj856md28cylzzxe8qlkhea9q,https://asteroidprotocol.io/app/inscription/94774AE973F987B287670EDE6012F14437B65CE7A18F200D6625483934D701FA,,
2/25/2024 7:55:39,Retired Miners Club,RMC,cosmos1pj2l9vrkpztm0qj856md28cylzzxe8qlkhea9q,https://asteroidprotocol.io/app/inscription/DB1082A4D13E07FEDFEBE168ABCBFC8E6149B3B57C46D4C072950968E5BE0900,,
2/25/2024 15:41:15,Multiple Personalities ,MULTPERS,cosmos1ykngdadxdhws565ugn945xqmn2hnlnn7wk9trl,https://asteroidprotocol.io/app/inscription/37979BEF1ED827F45421F378D905054C43C7355A14E510D3004874E9806CDCD1,H3stia11,darkspac3d
2/26/2024 2:11:29,Crazy Cosmos,Crazyc,cosmos1gst5ysqm8k9rvn88z7lr3qmvxn7jx37d3ngm8a,https://asteroid.ink/app/inscription/4B519EFD43A2FB67CBAAD38CC007D3EBEACDD48D4689EB318DE907573B138519,@Darthdaed,@Darthdaed
2/26/2024 2:15:59,My own unicorn,MOU,cosmos1p3sq5a3ke0cs3eyqvxskd4qrqvzj2m3kayvjlp,https://asteroidprotocol.io/app/inscription/A1C8ECA70EF2E8062F320CD699AA1C4A3167C33D5039CDB4A0D341A73A06F4C6,@Darthdaed,@Darthdaed
2/26/2024 8:34:54,Dream Flower,DFAI,cosmos16s8nazh4anx9vcdg0e3nswqkrjanl8x5sr53l9,https://roidstation.github.io/app/inscription/7DBB0F0D32EBD80411647BFA9CC930DCDAD2BD015A7CAB0829A0C7A77B219936,,@021Plot84099
2/26/2024 8:42:25,Emoji Cat ,ECat ,cosmos16s8nazh4anx9vcdg0e3nswqkrjanl8x5sr53l9,https://roidstation.github.io/app/inscription/396ECB9B4E8789BEF47FEB943DEBE7FFACC173543B5893EF3C8EC099879AE9A3,,@021Plot84099
2/28/2024 11:49:26,Mindwanderland,MIND,cosmos1puq2aa4tepmxtqtha0jskwp2reg0qfaxnlvulm,https://asteroidprotocol.io/app/inscription/7B7912DB71F5B07F7658048DE5274683B438FF371CBC05EC43479D3E56008700,Beta0rdis26,@Mindwanderland_
2/29/2024 14:54:46,IBC Gangsters,GANGSTERS,cosmos1lzn2efj2kdgq4g2synadqnyzmlgfw7js840xq9,https://asteroidprotocol.io/app/inscription/CE36E868561B4265DAE07FD33F3F03AF9565E4D8F40CF63068932703A2211BA9,@muecki,@IBC_Gangsters
3/1/2024 1:31:47,Cosmos Little Prince,CLP33,cosmos1mrartplvx0w5uq8xnlxzqs9tysauzf9k8959nn,https://asteroidprotocol.io/app/inscription/D7F5D8ED9C356AB019BE8C29D70AD01847F10FF09BD7CEF5E5153A005DA612FE,,@Cosmos_L_P
3/2/2024 0:24:49,KNG,KNG,cosmos1jjlltckj572cdscmhl5wg0dwprvn3ax99u2jg9,https://asteroidprotocol.io/app/inscription/C2A47CEC52A8A5A341AA222CA41C29236A84B10CA870BA28DFEB614DDF703D29,Please contact on Twitter,@AsteriaChroma
3/5/2024 13:53:43,Bad House ,Bad House,cosmos1l4jg6tv4kw5yq2svaycswlnf8fynyl8tpuw0jc,https://asteroidprotocol.io/app/inscription/E2E21D5F5CAD3B994875CB75A3EB118D55B6A1DC2E3899B993C9B13EF5212E2F,Twitter only,BadhouseCFT20
3/6/2024 20:59:40,Rectangular Escapades,RecEsc,cosmos1hm5d4pvy3a4t8q9hghecma3tm7pjra99mcmdyp,https://asteroidprotocol.io/app/inscription/BB434BF8E9B782B587D2F3DC1BABEC05FE6C6865C8A76C4464E31C7F67B6059E,@stackinjpegs,@__mistermiyagi
3/8/2024 19:53:00,Kings of Cosmos,Kings,cosmos1fzzsck7cm7y5jwdwcvyfjujj7tl8cgmx9vjkm7,https://asteroidprotocol.io/app/inscription/E5B382A339638DA792D8DC57274F792BB535F5FE61FCF1D352CDF556E1B6B5D3,rusteve,https://twitter.com/therealcardman or https://twitter.com/the_ape_society
3/11/2024 11:31:18,OrbitLaughs,OrbitL,cosmos1nn5lsvfpzfmvlyz52rj3m8pnrhx4zjpscmngm0,https://asteroidprotocol.io/app/wallet/cosmos1nn5lsvfpzfmvlyz52rj3m8pnrhx4zjpscmngm0,https://t.me/ZefAbel92,@JosephAbel_
3/15/2024 10:56:48,Cosmic Worms,CCWRMS,cosmos1slyqxay329dpc63rg4770gd4g3wlcmay43psc2,https://asteroidprotocol.io/app/inscription/5F6DA606E450ECC0FA7A111AEC85C5FE6CB73EB2CA6C8C5799B84E03E913EDEB,,cosmosworms
3/21/2024 19:19:30,Atomaps,Atomaps,cosmos1xc3uswm65jplpltxuex8tswksle8wzwv09rnfm,https://asteroidprotocol.io/app/inscription/183B12F40AC0C2D04216FC484209539DACDAFD1943B2AC0921F97A603AA7E33D,@immutable404,@RunesCFT
3/22/2024 2:16:32,Pixaroids,PIX,cosmos1vegwa0hkz60gj5m4k529weufyudkf9q3jjzkgn,https://asteroidprotocol.io/app/inscription/771EDB47921662A81A7EBE7B8603099547415D84DE3FDF03BE3C4C7917C1511A,,
3/22/2024 14:35:53,Mondrian Punks,mondrianpunks,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,mondrianpunks,,https://twitter.com/mondrian_cosmos
3/22/2024 14:39:00, Mondrian Relativity,mondrianrelativity,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,mondrianrelativity,,https://twitter.com/mondrian_cosmos
3/22/2024 14:41:21,Ethereal,ethereal,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,ethereal,,https://twitter.com/mondrian_cosmos
3/22/2024 14:43:32,Manuscripts,manuscripts,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,manuscripts,,https://twitter.com/mondrian_cosmos
3/22/2024 14:44:48,Prototypes,prototypes,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,prototypes,,https://twitter.com/mondrian_cosmos
3/22/2024 14:45:43,Spacecraft,spacecraft,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,spacecraft,,https://twitter.com/mondrian_cosmos
3/22/2024 14:47:08,Mondrian Mfers,mondrianmfers,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,mondrianmfers,,https://twitter.com/mondrian_cosmos
3/22/2024 14:48:23,Reinterpretation,reinterpretation,cosmos1y9xkvf0nqggmf8rp2e93wuxhgwvznfrjx9rygf,reinterpretation,,https://twitter.com/mondrian_cosmos
3/22/2024 14:49:19,Code is Law,codeislaw,cosmos1qj56cf2k8pwtd0yp50r85frsl4yvwew0amgw9u,https://asteroidprotocol.io/app/inscription/1DBD55759C2AFAAECD64A0AF9AE0F5C1CFEFD31E0A9B69D46771D66BA38009A0,Canyonlands ,@Cosmos_Prophet
3/22/2024 14:54:12,Structura,structura,cosmos1qj56cf2k8pwtd0yp50r85frsl4yvwew0amgw9u,https://asteroidprotocol.io/app/inscription/0418712A32CEAA7BDC9D04A737CE25F72158764A95CBAC055B22880621EB5A9D,Canyonlands,@Cosmos_Prophet
3/22/2024 17:42:19,Illuminoidz,illuminoidz,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/9FA6B4D99D5A83EDAFF774BAB72BF759615B67B71F64FB56E458D4C9CC66C164,@hoobedoo,@hidden36_hollsj
3/22/2024 17:45:36,Illuminoidz NL,illuminoidzNL,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,hhttps://asteroidprotocol.io/app/inscription/95FD0CEF4B8AEDA6F7B2E65A5D67AC5F76C77F460F8C029A6557446F07A35FB1,@hoobedoo,@hidden36_hollsj
3/22/2024 17:48:12,Illuminoidz NL 101 Special,illuminoidzNL101,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/032A3ED3DBFC46ED237D42EDF7AF9EF4DA533565C162898FAC2D6D700F6B5FEE,@hoobedoo,@hidden36_hollsj
3/22/2024 17:50:39,Illuminoidz NL Special,illuminoidzspecial,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/5531B19FEDD038CC9C55CC77B396D82F7561F74020627B6F9DF519F5F5DDEA33,@hoobedoo,@hidden36_hollsj
3/22/2024 17:52:39,Algorithm,algorithm,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/168E62A195C68596E70F1C635021C77B4229549DF9FC1BFD30ED43DB1EE287AD,@hoobedoo,@hidden36_hollsj
3/22/2024 18:00:25,Algorithm IL,algorithmIL,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/1C222CEEF0AA500B8CEA7B33FBFD8479F5D3C3172737D13869B28922AB72D54B,@hoobedoo,@hidden36_hollsj
3/22/2024 18:05:52,Energyscape,energyscape,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/8B07A7C4ADFB6EEC7FF03913B3D0D356ABEBA3C702348935B190B3110E33ECCB,@hoobedoo,@hidden36_hollsj
3/22/2024 18:10:31,81 PIXELS,81pixels,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/E0FA9803AB0FEE0C90EAFDAF01DBDDC4997017811479653BB1D755815ADB3129,@hoobedoo,@hidden36_hollsj
3/22/2024 18:14:33,Visitors,visitors,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/3C19191832B7347B7D985ED159AB8FD2A12C0A9BCF9F8A2EA2EA87187282E17A,@hoobedoo,@hidden36_hollsj
3/22/2024 18:16:44,Visitor,visitor,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/7650C0981807F71D2E9B19D0D813C0491F21B8858656F6BF2B054CF4779EF2F7,@hoobedoo,@hidden36_hollsj
3/22/2024 18:19:44,UK 2024,uk2024,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/B69631C3DEF7089B229BAACE327AF4D5743775D0B56AA69562CF74D3B8223F5E,@hoobedoo,@hidden36_hollsj
3/22/2024 18:31:17,Algorithm NL,algorithmNL,cosmos1eyf83pqaapfusa5jzrm63nsj99anmrwcac6s5x,https://asteroidprotocol.io/app/inscription/8F0A2BDE006EB396631956AE7EB1526F431F7F416D912A3697C99EC018343BD3,@hoobedoo,@hidden36_hollsj
3/22/2024 23:44:23,Cosmos Cats,cosmoscats,cosmos1g6h4t9550da39kwmqh503r7q2nrazk2rmypqtc,https://asteroidprotocol.io/app/inscription/6F0318364D1454A192217456A3E43D610864AFB388083ED550B3E229CF2BEE70,,@inshadesofneon
3/22/2024 23:46:07,Quantum Claws,quantumcats,cosmos1g6h4t9550da39kwmqh503r7q2nrazk2rmypqtc,https://asteroidprotocol.io/app/inscription/53BB1F1D4491EA4F9CD774E837AABD61F23FF80B2E9051FEB1703892B16637E6,,@inshadesofneon
3/26/2024 7:41:01,Cyberians Unleashed,CYBERIA,cosmos15fgmeqzqkq2hmqx9er0vj9efnd9fg0fckhl8dh,https://asteroidprotocol.io/app/inscription/76EE8C2B02A1EF234F75FFE62EE21309118CB2E9575F4D044073C2EDAC54849A,@nemus21,@21nemus
3/26/2024 16:51:27,IBC Kids,IBCKIDS,cosmos123hv5hhguh6kepa6gdfkg38j2vyul36ck7jp9t,https://asteroidprotocol.io/app/inscription/A5B079B887FFD866836B15457BC1A17A25C649F36CBCE4485368268DAB58D914,@ibckidsclub,@IBCKidsClub
3/26/2024 23:33:31,The Collective,Collective,cosmos1jjlltckj572cdscmhl5wg0dwprvn3ax99u2jg9,https://asteroidprotocol.io/app/inscription/F6263B12A58B8ED9AE44ED394355B934F3CEC999B37E19E5707E63F9ACBB0530,N/A,@AsteriaChroma
3/27/2024 6:33:53,AstroDogWifHat,ADWIF,cosmos1ssa6nmdnxp84fh4x644r7nqq4twpzwds6tgsp0,https://asteroidprotocol.io/app/inscription/9BA8225B17EBEB65DF60E9242358681C87821A8F5F72BD9F3E0E13452E71875D,,@AstroDogWifHat
3/15/2024 10:56:48,RED,RED,cosmos1m9l358xunhhwds0568za49mzhvuxx9uxre5tud,https://asteroidprotocol.io/app/inscription/5F6DA606E450ECC0FA7A111AEC85C5FE6CB73EB2CA6C8C5799B84E03E913EDEB,,https://twitter.com/asteroidxyz
3/15/2024 10:56:48,ROIDS,ROIDS,cosmos1m9l358xunhhwds0568za49mzhvuxx9uxre5tud,https://asteroidprotocol.io/app/inscription/5F6DA606E450ECC0FA7A111AEC85C5FE6CB73EB2CA6C8C5799B84E03E913EDEB,,https://twitter.com/asteroidxyz
